,title,text
3877,top gun,top gun action  romance  war lieutenant  pete  maverick  mitchell  friend  co  pilot  nick  goose  bradshaw  accepted  elite  training  school  fighter  pilots  dream  come  true  tragedy  well  personal  demons  threaten  dreams  becoming  ace
3878,penguin pool murder,penguin pool murder comedy  drama  mystery body  unscrupulous  stockbroker  gerald  parker  suddenly  appears  penguin  tank  aquarium
3879,another man's poison,another man's poison crime  drama  thriller novelist  janet  frobisher  lives  isolated  house  separated  years  criminal  husband  fallen  love  secretary  fiancé  estranged  unexpectedly  appears  poisons  dispose  body  one  cohorts  also  shows
3880,greaser's palace,greaser's palace western  comedy parable  based  life  christ  father  bible  story  full  references  destruction  world  massive  constipation  new  mexican  setting
3881,shark in the head,shark in the head drama  comedy shark  head  unfolds  stunning  cinematic  powerhouse  combines  comedy  drama  touching  story  influence  people  meet  profoundly  affected  colors  bring  lives
3882,missing in america,missing in america drama haunted  vietnam  veteran  living  exile  forests  pacific  northwest  faced  life  changing  decision  visited  former  platoon  member  young  amerasian  daughter
3883,summer school,summer school comedy high  school  gym  teacher  big  plans  summer  forced  cancel  teach  bonehead  english  class  misfit  goof  students  fortunately  unconventional  brand  teaching  fun  field  trips  begins  connect  even  inspires  ardor
3884,the strange vengeance of rosalie,the strange vengeance of rosalie thriller  drama traveling  salesman  lured  precocious  teenage  girl  shack  desert  sexual  escapades  however  scuzzy  biker  comes  along  find  dominated  tormented
3885,casa grande,casa grande drama privileged  teenager  living  affluent  suburb  rio  de  janeiro  jean  little  worry  beyond  games  grades  girls  overbearing  father  drags  family  debt  forced  change  lifestyle  opens  eyes  world  casa  grande  least  feisty  mixed  race  firecracker  luiza  cultures  classes  generations  collide  engrossing  coming  age  drama  brazil
3886,meru,meru adventure  documentary meru  electrifying  story  three  elite  american  climbers  —  conrad  anker  jimmy  chin  renan  ozturk  bent  achieving  impossible
3887,sleight,sleight drama  thriller  action  science fiction young  street  magician  left  take  care  little  sister  mother  passing  turns  drug  dealing  los  angeles  party  scene  keep  roof  heads  gets  trouble  supplier  kidnapped  forced  rely  sleight  hand  brilliant  mind  save
3888,down here,down here mystery  crime  drama alcoholic  detective  fights  find  murderer  targeting  street  workers  vancouver  downtown  eastside  struggles  escape  haunting  memories  past  unexpectedly  finds  solace  within  fragile  community  endeavours  protect
3889,date with love,date with love comedy  tv movie  romance boy  ’  video  female  star  goes  viral  scores  date  celebrity  crush  prom  complications  arise  famous  starlet  falls  small  town  teacher
3890,never fear,never fear drama dancer  gotten  engaged  partner  choreographer  embark  major  career  devastated  learn  contracted  polio
3891,marilyn hotchkiss' ballroom dancing & charm school,marilyn hotchkiss' ballroom dancing & charm school comedy  drama  romance writer  director  randall  miller  heart  achingly  sweet  drama  centers  unsatisfying  personal  life  protagonist  frank  keane  robert  carlyle  )   sensitive  baker  remains  deeply  despondent  late  wife  untimely  death  helps  stranger  john  goodman  sidelined  fatal  accident  way  fateful  reunion  decides  show  rendezvous  man  place  process  finds  hope  redemption
3892,in harm's way,in harm's way war  drama naval  officer  reprimanded  pearl  harbor  later  promoted  rear  admiral  gets  second  chance  prove  japanese
3893,romeo + juliet,romeo + juliet drama  romance director  baz  luhrmann  contemporary  take  william  shakespeare  classic  tragedy  montagues  capulets  moved  ongoing  feud  sweltering  suburb  verona  beach  romeo  juliet  fall  love  secretly  wed  though  film  visually  modern  bard  dialogue  remains
3894,the loneliest planet,the loneliest planet drama local  guide  takes  young  couple  twisted  backpacking  trip  across  georgian  wilderness
3895,sinister 2,sinister 2 horror young  mother  twin  sons  move  rural  house  marked  death
3896,i motorizzati,i motorizzati comedy guy  become  millionth  citizen  buy  car  rome  frightened  decides  remain  pedestrian  recalls  several  stories  new  owners  protagonists  episodic  comedy
3897,seven songs from the tundra,seven songs from the tundra  finland  submission  academy  award  best  foreign  language  film  2000
3898,a christmas detour,a christmas detour comedy  tv movie  romance christmas  days  away  paige  summerland  los  angeles  magazine  writer  specializing  relationship  advice  boards  eastbound  flight  spend  holiday  fiancé  jack  meet  parents  first  time  plan  upcoming  “  dream  wedding  .”  ’  enthusiasm  turns  panic  massive  snowstorm  detours  meets  locks  horns  dylan  cynical  bar  manager  lost  faith  love  looks  like  hope  arriving  new  york  surprises  renting  suv  offering  ride  reluctantly  braves  snowy  road  trip  joined  frank  maxine  harper  older  couple  whose  20  year  marriage  spark  along  journey  feelings  start  develop  young  bride  scrambles  make  begins  wonder  marrying  right  man  might  learn  surprising  lesson
3899,dear god,dear god comedy letters  written  god  start  getting  results  replies  people  everywhere  amazed  post  office  however  annoyed
3900,a show of force,a show of force crime  mystery  thriller thriller  television  reporter  kate  ryan  de  meléndez  investigates  death  two  radical  puerto  rican  activists  begins  believe  may  framed  murdered  undercover  american  agents
3901,flirty birdy,flirty birdy animation tom  set  eat  jerry  hawk  swoops  grabs  get  back  poses  female  quickly  finds  new  lover  bargained
3902,stoked: the rise and fall of gator,stoked: the rise and fall of gator documentary documentary  exploring  rise  fall  80s  skateboard  legend  mark  gator  rogowski
3903,"not with my wife, you don't!","not with my wife, you don't! comedy korean  war  italian  nurse  virna  lisi  falls  love  two  american  fliers  tony  curtis  george  c  scott  marries  convinces  killed  plane  crash  soon  discovers  alive  remains  happily  married  enters  lives  14  years  later  written  jeanne  armintrout"
3904,private property,"private property drama since  luc  granted  divorce  pascale  ten  years  ago  paid  generous  alimony  left  fine  country  house  long  twin  sons  remain  home  always  acted  provider  head  household  even  inseparable  brothers  twenty  started  secret  affair  flemish  neighbor  cook  jan  whose  ambition  start  restaurant  b  amp  boys  learn  wants  cancel  job  sell  project  college  man  thierry  steady  girl  anne  naturally  refuses  let  spend  dad  money  meant  gentler  françois  content  handyman  would  consider  letting  maybe  working  family  business  "".""  causes  trouble  moves  gerda  indefinitely  leading  tragedy"
3905,i need that record,"i need that record documentary guerilla  filmmaker  brendan  toller  unleashes  need  record  death  possible  survival  independent  store  elegy  vanishing  subculture  ...  lively  bittersweet  film  examines  caustic  humor  brutal  candor  ultimately  great  affection  roughly  3  000  indie  stores  closed  across  nation  past  decade   ""  johnathan  perry  boston  globe  ).  tour  de  force  tale  greed  media  consolidation  homogenized  radio  big  box  downloading  technological  shifts  music  industry  told  candid  interviews  crestfallen  owners  startling  statistics  eye  popping  animation  fat  cats  favorite  decide  featuring  ian  mackaye  noam  chomsky  mike  watt  thurston  moore  lenny  kaye  patti  smith  )   chris  frantz  talking  heads  glenn  branca  patterson  hood  drive  truckers  pat  carney  black  keys  legs  mcneil  bob  gruen  bp  helium  many  u"
3906,river's end,river's end  corbin  plays  fictional  menard  county  sheriff  uses  country  savvy  cowboy  logic  straighten  angry  teen  aged  grandson  clay  high  school  senior  seem  stay  trouble
3907,2 or 3 things i know about her,2 or 3 things i know about her comedy  drama story  housewife  must  work  streets  earn  extra  living  becomes  starting  point  larger  socio  political  essay
3908,that demon within,that demon within thriller  crime strange  twist  fate  dutiful  hong  kong  policeman  dan  saves  life  leader  violent  gang  armed  robbers  commit  another  crime  determined  put  end  activities  works  betrayed  engineer  plan  wreak  havoc  within  let  gangsters  kill  one  becomes  increasingly  obvious  colleagues  suffering  severe  mental  disorder  finds  instead  upholding  law  righteous  police  officer  become  fugitive  wanted  murder
3909,paris is burning,paris is burning documentary chronicle  new  york  city  drag  scene  1980s  focusing  balls  voguing  ambitions  dreams  gave  era  warmth  vitality
3910,ishqiya,ishqiya foreign  thriller run  goons  man  nephew  fall  kidnapper  seductive  widow
3911,double dynamite,double dynamite comedy  music innocent  bank  teller  suspected  embezzlement  aided  eccentric  wisecracking  waiter
3912,"south of heaven, west of hell","south of heaven, west of hell action  comedy  drama  western valentine  casey  marshal  desolate  tucson  territory  early  1900  christmas  eve  outlaw  family  pays  disturbing  visit  must  confront  sins  past  partner  u  journey  desert  small  town  ruthless  henry  clan  hit  order  save  love  adelyne"
3913,16 blocks,16 blocks action  adventure  crime  thriller aging  cop  assigned  ordinary  task  escorting  fast  talking  witness  police  custody  courthouse  find  running  gauntlet  forces  try  prevent  getting
3914,the bfg,the bfg adventure  family  fantasy bfg  ordinary  bone  crunching  giant  far  nice  jumbly  lucky  sophie  carried  middle  night  bloodbottler  giants  —  rather  would  soon  become  breakfast  hears  flush  bunking  england  swollomp  little  chiddlers  decides  must  stop  going  help
3915,"the irony of fate, or enjoy your bath!","the irony of fate, or enjoy your bath! drama  comedy  romance group  old  friends  tradition  going  public  bathing  house  new  years  eve  occasionally  much  vodka  beer  makes  two  unconscious  problem  one  sasha  go  leningrad  another  zhenya  goes  wakes  airport  believing  still  moscow  takes  taxi  home  street  name  building  even  apartment  number  way  complex  looks  key  coincide  completely  typical  soviet  type  economy  architecture  imagine  surprise  nadya  enters  finds  man  without  trousers  bed  fiancé  also  ..."
3916,alienate,alienate drama  horror  science fiction couple  brink  ending  marriage  spend  weekend  different  cities  cataclysmic  event  strikes  husband  embarks  physical  emotional  quest  return  home  nation  prepares  worst
3917,the night watchmen,the night watchmen comedy  horror three  inept  night  watchmen  aided  young  rookie  fearless  tabloid  journalist  fight  epic  battle  save  lives  mistaken  warehouse  delivery  unleashes  horde  hungry  vampires  unlikely  heroes  must  also  stop  scourge  threatens  take  city  baltimore
3918,tarzan & jane,tarzan & jane animation  family sprightly  amusement  kids  ages  disney  direct  video  sequel  animated  hit  sandwiches  jungle  derring  lots  silly  sight  gags  song  dance  number  first  anniversary  wedding  tarzan  voice  michael  weiss  beckoning  jane  olivia  abo  ponders  make  perfect  english  celebration
3919,white mountains,white mountains drama mukash  chased  officials  learns  devastation  war  blind  woman  helps  daughter  freedom  beyond  river  crossing  choose  tragic  solution
3920,the rewrite,the rewrite romance  comedy oscar  winning  writer  slump  leaves  hollywood  teach  screenwriting  college  east  coast  falls  single  mom  taking  classes
3921,breaker! breaker!,breaker! breaker! action  adventure  crime  thriller truck  driver  searches  brother  disappeared  town  run  corrupt  judge
3922,under the paris sky,under the paris sky drama fates  multiple  otherwise  disconnected  characters  intertwine  miraculously  sky  paris  happens  one  day
3923,ghost in the shell: stand alone complex - the laughing man,ghost in the shell: stand alone complex - the laughing man science fiction  animation  action  crime year  2030  six  years  passed  since  criminal  known  laughing  man  swept  top  medical  nanotechnology  firms  committing  acts  cyber  terrorism  kidnapping  espionage  leaving  suspects  new  information  revealed  section  9  enters  hunt  suspect  capable  unfathomable  actions  compilation  stand  alone  complex  content
3924,torn,torn drama two  families  bond  teenage  sons  killed  explosion  suburban  mall  discover  one  children  prime  suspect
3925,pure pwnage: teh movie,pure pwnage: teh movie comedy  documentary kyle  wants  make  pure  pwnage  movie  convincing  jeremy  living  suburban  life  want  participate
3926,kathleen madigan: bothering jesus,kathleen madigan: bothering jesus comedy kathleen  madigan  stand  special
3927,dick tracy vs. cueball,dick tracy vs. cueball action  crime  mystery police  detective  uses  girlfriend  track  homicidal  maniac
3928,freedom downtime,freedom downtime drama  documentary  foreign feature  length  documentary  free  kevin  movement  hacker  world
3929,the keys of the kingdom,the keys of the kingdom drama young  priest  father  chisholm  sent  china  establish  catholic  parish  among  non  christian  chinese  boyhood  friend  also  flourishes  calling  area  world  struggles  encounters  hostility  isolation  disease  poverty  variety  set  backs  humble  make  determined  ever  succeed
3930,taxi no. 9 2 11: nau do gyarah,taxi no. 9 2 11: nau do gyarah  cabbie  businessman  need  big  money  partake  two  hour  adventure  together
3931,the fiction makers,the fiction makers  simon  templar  hired  friend  book  publishing  trade  protect  one  stars  secretive  recluse  named  amos  klein  writes  popular  lucrative  series  adventure  novels  manly  suave  spy
3932,"i am taraneh, i am fifteen years old","i am taraneh, i am fifteen years old drama taraneh  model  15  year  old  iranian  girl  studious  filial  supports  ailing  grandmother  job  photo  shop  visits  father  imprisoned  reasons  never  made  clear  film  bearing  gifts  cigarettes  magazines  amir  young  man  well  family  sets  sights  courts  intensity  borders  stalking  ordered  life  spirals  chaos"
3933,admissions,admissions drama gifted  high  school  student  flubs  college  admissions  interviews  unexpected  reasons  independent  coming  age  drama  cynical  world  weary  evie  interested  taking  care  family  getting  ivy  league  institutions  seems  destined  dad  harry  spends  time  building  model  trains  basement  workaholic  mom  martha  depends  take  daughter  developmentally  challenged  emily  busy  reading  poetry  sister  hangs  james  fran  kranz  )   sensitive  boy  next  door  whose  romantic  overtures  prove  confusing  acknowledge  also  daunting  deliberately  blows  one  university  interview  another  hopes  staying  home  keeper  meanwhile  begins  passing  poems  fuelling  belief  brain  damaged  actually  literary  savant
3934,those who kill - shadow of the past,those who kill - shadow of the past crime  drama  thriller detective  katrine  ries  jensen  legal  psychiatrist  thomas  schaeffer  form  special  unit  copenhagen  police  investigating  serial  killings  case  ’  past  crops  young  psychologist  held  back  sending  patient  manically  drawing  details  traffic  accident  secure  hospital  bloody  scenes  resurface  enacted  real
3935,overdose,overdose drama bilbao  commander  guardia  civil  evaristo  torrecuadrada  discovers  son  paco  17  years  old  heroin  addict  hope  see  military  academy  differences  father  runs  away  home  pistol  begins  quest  aided  co  body  using  means  disposal  achieve  objective  lt  alcantara  expert  drugs  one  prominent  guard  discover  world  knew  nothing  urko  nationalist  leader  adict  helps  way  find  principles  life  struggle  fall  deep  crisis  exacerbated  developments  ...
3936,the art of seduction,the art of seduction romance  drama  comedy min  jun  ji  first  rate  players  dating  gurus  100  success  rates  pursuits  following  usual  systematic  rules  fakes  car  accident  capture  attention  successfully  approaches  however  smooth  sailing  life  finally  encounters  turbulence  also  overwhelmed  understanding  met  match
3937,american son,american son drama story  young  marine  fresh  camp  pendleton  forced  confront  complexities  adulthood  volatile  home  life  four  day  thanksgiving  leave
3938,the kill hole,the kill hole action shadow  war  follows  troubled  iraq  vet  forced  pursue  one  pacific  northwest  wilderness  finally  confront  crime  haunted
3939,killing us softly 4: advertising's image of women,killing us softly 4: advertising's image of women documentary documentary  focuses  images  women  advertising  particular  gender  stereotypes  effects  self  image  objectification  bodies
3940,je vous aime,je vous aime documentary early  cinematic  instance  close  —  accurately  medium  shot  chest  face  maker  film  others  like  georges  demenÿ  saying  “  je  vous  aime  ”—  made  request  hector  marichelle  professor  director  national  deaf  mute  institute  france  planned  use  filmed  speech  teach  students  speak  lip  read  required  views  performer  movements  project  given  étienne  jules  marey  headed  station  physiologique  paris  whose  chronophotographic  scientific  research  motion  among  important  contributions  invention  movies  despite  educational  beginnings  however  led  pursue  influence  commercialism  cinema
3941,anatolian eagles,anatolian eagles  onur  ayşe  mustafa  tunç  fatih  onlar  gökyüzüne  hakim  birer  pilot  olma  hayaliyle  yaşayan  genç  havacılar  hayalleri  yükseklerde  fakat  hedefe  giderken  yaşadıkları  bin  türlü  zorluk  aile  sevgili  hasreti  dostlukları  havada  olmak  için  yaptıkları  fedakarlıklar  birbirleriyle  rekabetleri  ne  kadar  çetin  bir  yola  çıktıklarının  da  göstergesi  olacak  binbaşı  kemal  tanaçan  ın  deneyimi  desteği  sayesinde  eğitimden  geçen  beş  uluslararası  anadolu  kartalı  tatbikatı  hayatlarını  tamamen  değiştirecek  çok  büyük  deneyim  olacaktır  ..
3942,illustrious corpses,illustrious corpses crime  foreign  mystery  thriller detective  inspector  rogas  assigned  investigate  mysterious  murders  supreme  court  judges  investigation  discovers  complot  involves  italian  communist  party  imdb
3943,shoot first and pray you live,shoot first and pray you live adventure  western  action tale  vengeance  --  outlaw  style  red  pierre  hunts  legendary  gunman  bob  mcgurk  avenge  murder  mother  father
3944,live and let die,live and let die adventure  action  thriller james  bond  must  investigate  mysterious  murder  case  british  agent  new  orleans  soon  finds  gangster  boss  named  mr  big
3945,happy valley,happy valley documentary children  happy  valley  victimized  years  key  member  legendary  penn  state  college  football  program  jerry  sandusky  ’  crimes  open  secret  rare  access  director  amir  bar  lev  delves  beneath  headlines  tell  modern  american  parable  guilt  redemption  identity
3946,nora's will,nora's will drama  action  comedy  thriller  foreign jose  learns  nora  woman  married  30  years  divorced  committed  suicide  rabbi  explains  joseph  due  celebrations  time  year  buried  day  wait  least  5  days  funeral  planned  death  machiavellian  plan  order  one  take  care  forgot  small  detail  mysterious  photograph  stored  bed  remind  greatest  love  stories  sometimes  hidden  smallest  places
3947,darr @ the mall,darr @ the mall horror  thriller darr  mall  spine  chilling  tale  one  night  encounter  past
3948,love serenade,love serenade comedy  foreign  romance ken  sherry  radio  personality  brisbane  moves  small  country  town  sun  ray  take  local  station  retreat  city  life  past  next  door  love  starved  sisters  vicki  ann  dimity  hurley  dumbstruck  compete  affections  attraction  means  mutual  sleaze  bag  willing  use  girls  sexual  gratification  ’  naivety  leads  believe  marry  meanwhile  believes  fish  proposal  rejected  climbs  grain  silo  presumably  contemplate  suicide  come  talk  ends  dying  falling  tower  pushed  attempt  dispose  body  dumping  river  however  fishy  theory  proved  true  swims  towards  horizon
3949,ten inch hero,ten inch hero comedy  drama  romance four  friends  search  love  happiness  working  california  sandwich  shop
3950,the runner,the runner drama amiro  young  boy  lost  home  war  spends  days  working  odd  jobs  realizes  way  realize  dreams  enrolling  school  conflict  students  finally  competition  see  say  whole  alphabet  one  breath
3951,the animal,the animal action  comedy loser  marvin  mange  involved  horrible  car  accident  brought  back  life  deranged  scientist  half  man  animal  newfound  powers  awesome  --  adverse  side  effects  could  take  must  fight  control  crazy  primal  urges  around  new  squeeze  rianna  rival  sgt  sisk  think  one  cool  cat
3952,the eternity man,the eternity man  adaptation  opera  eternity  man
3953,saawariya,saawariya drama  foreign  romance orphaned  homeless  ranbir  raj  locates  small  town  orders  glass  milk  rk  bar  befriends  prostitute  name  gulabji  invites  spend  night  refuses  directs  lillian  rents  rooms  meets  living  alone  37  years  son  vincent  left  join  army  return
3954,1944 the final defence,1944 the final defence war soviet  army  breaks  finnish  defences  karelian  isthmus  june  1944  advancing  overwhelming  force  somehow  troops  must  find  strength  fight  back  odds  battle  tali  ihantala  largest  ever  fought  history  nordic  countries  film  depicts  true  events  five  separate  stories
3955,casanova's big night,casanova's big night comedy  adventure italy  1757  pippo  popolino  lowly  tailor  disguises  great  casanova  order  romance  attractive  widow  francesca  little  suspects  awaits  ...  locked  incongruous  role  desperation  real  creditors  must  journey  venice  delicate  mission  far  beyond  capabilities
3956,be dune saade char,be dune saade char  bollywood  2009
3957,the coming war on china,the coming war on china documentary coming  war  china  john  pilger  60th  film  itv  reveals  news  united  states  world  second  economic  power  nuclear  armed  road  warning  inspiring  story  resistance
3958,the late bloomer,the late bloomer comedy  drama  romance sex  therapist  goes  puberty  successful  removal  benign  tumor  resting  pituitary  gland  experiences  changes  effects  three  week  period
3959,playing the victim,playing the victim comedy  drama young  man  drops  university  goes  police  done  nothing  wrong  wants  job  particular  playing  victim  murder  reconstructions  maybe  getting  close  death  manage  cheat
3960,my only sunshine,my only sunshine drama hayat  father  bedridden  grandfather  live  riverside  shack  near  dangerously  dark  breathtakingly  beautiful  waters  bosphorus  owns  small  boat  secures  family  survival  miscellany  always  lawful  ventures  beyond  motion  romance  water  life  harsh  unrelenting  instinct  capacity  courage  endurance  hope  face  trials  suggest  despite  manifold  injustices  unjust  world
3961,black indians: an american story,black indians: an american story documentary james  earl  jones  narrates  examination  historical  relationship  american  indians  african  americans  often  merged  cultures  work  live  together  mainstream  white  society  shunned  illuminating  anecdotes  interviews  descendants  fused  black  indian  families  discuss  complications  mixed  heritage  culture  largely  erased  official  documents
3962,piranha,piranha horror flesh  eating  piranhas  accidently  released  summer  resort  rivers  guests  become  next  meal
3963,the great diamond robbery,"the great diamond robbery comedy  crime ambrose  c  park  left  bench  infant  impulsive  need  find  parents  assistant  diamond  cutter  shyster  lawyer  remlick  strategy  get  fabulous  uncut  arranges  emily  drummon  duke  fargoh  maggie  pose  long  lost  sister  many  comic  situations  acquired  gang  going  cut  relieve  two  stones  parental  illusions  time  taste  deception  tips  wild  chase  ensues  end  happy  marry  ."""
3964,deewane,deewane  policeman  vishal  shot  boss  bungles  raid  boat  avoid  wrath  family  hires  lookalike  stop  suspicions  girlfriend  sapna  falls  love  new  sorts  trouble  caused  watch  events  unfold  negative  impact  vishaul
3965,the chiefs,the chiefs  true  story  five  brawling  hockey  players  live  back  arena  fight  way  heroic  status  violent  league  world  one  heroes  begin  crumble  worst  foes  les  chiefs  real  life  account  men  fighting  remain  boys
3966,kapoor & sons (since 1921),kapoor & sons (since 1921) drama story  revolving  around  dysfunctional  family  two  brothers  visit  parents  grandfather  coonoor  end  falling  woman
3967,the intended,the intended thriller  drama period  drama  thriller  surveyor  fiancée  arrive  remote  malaysian  trading  post  encounter  closed  fisted  ivory  trader  ill  meaning  family
3968,the orphanage,the orphanage horror  drama  thriller woman  brings  family  back  childhood  home  used  orphanage  intent  reopening  long  son  starts  communicate  new  invisible  friend
3969,ice,"ice drama underground  revolutionary  group  struggles  internal  strife  stage  urban  guerilla  attacks  fictionalized  fascist  regime  united  states  interspersed  throughout  narrative  rhetorical  sequences  explain  philosophy  radical  action  restrain  melodrama  inherent  thriller  genre  .""  written  laurence  kardish  museum  modern  art"
3970,follow that dream,follow that dream drama  comedy  music kwimper  family  car  runs  gas  new  florida  highway  officous  state  supervisor  tries  run  pop  digs  heels  decides  little  homesteading  son  toby  adopted  children  holly  ariadne  twins  start  community  along  strip  roadside
3971,the trigger effect,"the trigger effect drama  thriller tenuous  man  hold  civilization  survival  becomes  issue  lights  go  stay  several  days  suburbanites  matthew  annie  learn  hard  way  nature  predatory  creature  long  time  friend  joe  happens  second  day  rivalry  two  friends  simmers  cares  sick  baby  meant  inhumanity  ?"""
3972,moonwalkers,moonwalkers comedy apollo  11  never  actually  made  reality  stanley  kubrick  secretly  shot  famous  images  moon  landing  studio  working  us  administration  premise  totally  plausible  conspiracy  theory  takes  swinging  sixties  london  stubborn  cia  agent  find  forced  team  lousy  manager  seedy  rock  band  develop  biggest  con  time
3973,the road builder,the road builder drama  horror  thriller dreary  existence  middle  aged  spinster  maura  prince  takes  unexpected  turn  arrival  young  handyman  billy  jarvis  meets  eye  based  novel  nest  fallen  tree  joy  cowley
3974,gross anatomy,gross anatomy comedy  drama  romance takes  hard  work  discipline  commitment  get  med  school  joe  never  done  anything  book  matthew  modine  stars  slovak  brilliant  first  year  student  whose  casual  nonconforming  approach  life  gets  tested  enrolls  gross  anatomy  toughest  course
3975,samurai ii: duel at ichijoji temple,samurai ii: duel at ichijoji temple drama  action  adventure years  road  establishing  reputation  japan  greatest  fencer  takezo  returns  kyoto  otsu  waits  yet  come  challenge  leader  region  finest  school  fencing  prove  valor  skill  walks  deliberately  ambushes  set  followers  akemi  also  seeks  expressing  desires  directly  meanwhile  observed  sasaki  kojiro  brilliant  young  fighter  confident  dethrone  leaving  triumph  declares  love  way  dishonors  shames  leaves  alone
3976,for colored girls,for colored girls drama existence  perspective  20  nameless  black  females  women  portray  one  characters  represented  collection  twenty  poems  revealing  different  issues  impact  general  color  particular
3977,dirty business,dirty business documentary documentary  myth  clean  coal  film  reveals  true  hidden  environmental  social  costs  cheap  nineteenth  century  technology  still  provides  half  electricity  powering  today  digital  age
3978,beyond the blackboard,beyond the blackboard family  drama inspired  true  story  “  beyond  blackboard  ”  24  year  old  first  time  teacher  makes  difference  lives  homeless  children  teaches  shelter  ’  makeshift  classroom  set  1987  albuquerque  new  mexico  movie  tells  brand  mom  given  tougher  expected  teaching  job  winds  school  housed  room  called  literally  name  personal  prejudicial  hurdles  cross  able  course  like  lack  books  supplies
3979,life with mikey,life with mikey comedy  family michael  chapman  child  tv  star  grew  get  work  brother  ed  start  talent  agency  specializes  acts  seem  find  next  big  thing  deal  another  bribery  kids  sign  one  day  meets  girl  named  angie  real  spitfire  thinks  could  looking  problem  chip  shoulder
3980,monk with a camera,monk with a camera documentary nicholas  vreeland  walked  away  worldly  life  privilege  become  tibetan  buddhist  monk  grandson  legendary  vogue  editor  diana  trained  irving  penn  photographer  changed  drastically  upon  meeting  master  one  teachers  dalai  lama  soon  thereafter  gave  glamorous  live  monastery  india  studied  buddhism  fourteen  years  ironic  twist  fate  went  back  photography  help  fellow  monks  rebuild  recently  appointed  abbot  making  first  westerner  history  attain  highly  regarded  position
3981,sophie's revenge,sophie's revenge comedy  drama  romance dumped  fiance  two  months  wedding  comic  strip  writer  sophie  hatches  elaborate  plan  get  jeff  back  punish  movie  star  joanna  seduced  away  finds  partner  gordon  ex  lover  start  adventure  full  laughs  tears  aided  best  friends  lucy  lily  eve  success  suddenly  faced  chose  repentant  fallen
3982,new york confidential,new york confidential crime  drama story  follows  rise  subsequent  fall  notorious  head  new  york  crime  family  decides  testify  pals  order  avoid  killed  fellow  cohorts
3983,lake city,lake city action  drama searing  southern  drama  mother  son  reunite  desperate  circumstances  years  family  tragedy  drove  far  apart
3984,losing isaiah,losing isaiah drama khaila  richards  crack  addicted  single  mother  accidentally  leaves  baby  dumpster  high  returns  next  day  panic  find  missing  reality  adopted  warm  hearted  social  worker  margaret  lewin  husband  charles  years  later  gone  rehab  holds  steady  job  learning  child  still  alive  challenges  custody
3985,rabbit heart,rabbit heart family  adventure thirteen  year  old  janni  depressed  still  little  behind  physical  development  leads  bullying  remarks  classmates  one  day  film  crew  comes  school  find  candidate  role  prince  movie  choose  think  boy  takes  tells  plays  princess  moment  truth  approaches  must  self  confidence  invite  class  premiere
3986,the war game,the war game science fiction  drama  war  documentary  tv movie war  game  fictional  worst  case  scenario  docudrama  nuclear  aftermath  around  typical  english  city  although  oscar  best  documentary  fiction  intended  hour  long  program  air  bbc  1  deemed  intense  violent  broadcast  went  theatrical  distribution  feature  film  instead  low  budget  shot  location  strives  achieves  convincing  unflinching  realism
3987,curtis's charm,curtis's charm  film  based  jim  carroll  short  story  recounts  tale  curtis  encounter  voodoo  drug  addict  become  paranoid  thinking  wife  mother  cast  evil  spells  meets  friend  asks  help  counteracting  black  magic  tries  reason  fails  decides  play  along  make  talisman  drawing  snake  scrap  paper  mumbling  incantation  gives  charm  immediately  solves  problems  ...
3988,the long dark hall,the long dark hall crime  drama devoted  family  man  tries  help  beautiful  alcoholic  showgirl  life  becomes  suspect  someone  else  murders
3989,a big hand for the little lady,a big hand for the little lady western naive  traveler  laredo  gets  involved  poker  game  richest  men  area  jeopardizing  money  saved  purpose  settling  wife  child  san  antonio
3990,m.d. geist,m.d. geist science fiction  action  animation geist  main  character  md  02  dangerous  soldier  genetically  engineered  function  killing  machine  every  one  mds  units  went  homicidally  insane  result  placed  suspended  animation  stasis  pod  orbiting  planet  jerra  crashed  several  years  later  awakening  bringing  another  war
3991,the english patient,the english patient drama  romance  war beginning  1930s  english  patient  tells  story  count  almásy  hungarian  map  maker  employed  royal  geographical  society  chart  vast  expanses  sahara  desert  along  several  prominent  explorers  world  war  ii  unfolds  enters  love  betrayal  politics  later  revealed  series  flashbacks  death  bed  horribly  burned  plane  crash
3992,teenage kicks,teenage kicks drama miklós  age  everything  feels  high  stakes  coming  terms  sexuality  best  friend  dan  reveals  new  girlfriend  puts  end  plans  run  away  together
3993,we are legion: the story of the hacktivists,"we are legion: the story of the hacktivists documentary legion  story  hacktivists  takes  us  inside  world  anonymous  radical  hacktivist  collective  redefined  civil  disobedience  digital  age  film  explores  early  groups  like  cult  dead  cow  electronic  disturbance  theater  moves  raucous  beginnings  website  4chan  interviews  current  members  people  recently  returned  prison  facing  trial  writers  academics  activists  major  players  various  raids   ""  documentary  traces  ’  evolution  merry  pranksters  full  blown  movement  global  reach  transformative  time"
3994,the devil's brigade,the devil's brigade war  action 1968  american  war  film  formation  first  mission  joint  canadian  wwii  special  forces  winter  mountain  unit  formally  called  1st  service  force  commonly  known  “  devil  ’  brigade  ”.  dramatises  italian  campaign  task  capturing  german  stronghold  monte  la  difensa  december  1943  based  1966  book  name  co  written  novelist  historian  robert  h  adleman  col  george  walton  member
3995,good luck,good luck drama several  behavior  problems  teenager  john  admitted  psychiatric  clinic  family  meets  judith  soon  falls  love  problem  long  live  know  shall  prevent  emergence  great  romance
